filename_prefix,url,ref_title,authors,ref_year,ref_source,scale_denominator
,https://repository.arizona.edu/handle/10150/629384,"Geologic Map of Quaternary and Upper Tertiary Alluvium in the Phoenix North 30' x 60' Quadrangle, Arizona","Demsey, K.A.",1988,"Scale 1:100,000. Arizona Geological Survey Open File Report, OFR-88-17",100000
,https://repository.arizona.edu/handle/10150/629383,Annual Report of the Arizona Geological Survey: Fiscal Year 2013,"Conway, F.M. and Davis, R., (eds.)",2014,"Arizona Geological Survey Open-File Report, OFR-14-01, 54 p.",
,https://repository.arizona.edu/handle/10150/629382,Annual Report of the Arizona Geological Survey: Fiscal Year 2014,"Conway, F.M. and Davis, R. (eds.)",2014,"Arizona Geological Survey Open-File Report OFR-14-07, 52 p.",
,https://repository.arizona.edu/handle/10150/629380,"Geologic map of the Chino Valley South 7 ½' Quadrangle, Yavapai County, Arizona: Arizona Geological Survey Digital Geologic Map DGM-93, version 1","Young, J.J., and Cook, J.P.",2012,"0, scale 1:24,000.",24000
,https://repository.arizona.edu/handle/10150/629381,"Surficial Geology and Flood Hazards on the Western Piedmont of the Maricopa Mountains and the Southern Piedmont of the Buckeye Hills, Maricopa County, Arizona","Pearthree, P.A., Young, J.J. and Cook, J.P.",2012,"Arizona Geological Survey Open-File Report -12-07, 23 p.",
,https://repository.arizona.edu/handle/10150/629379,"Geologic map of the Pima and southern half of the Markham Creek 7 ½' Quadrangles, Graham County, Arizona","Youberg, A.M. and Cook, J.P.",2017,"Arizona Geological Survey Digital Geologic Map (DGM-120),  1:24,000.",24000
,https://repository.arizona.edu/handle/10150/629378,,,,,
,https://repository.arizona.edu/handle/10150/629377,Geologic map of the Wintersburg 7,"Pearthree, P.A., Ferguson, C.A., Harris, R.C. and Cook, J.P.",2021,"5' Quadrangle and parts of the Arlington, Gillespie, and Tonopah Quadrangles, Maricopa County, Arizona v.3. Arizona Geological Survey Digital Map, DGM-77, one plate",24000
,https://repository.arizona.edu/handle/10150/629376,"Geologic map of the Mount Nutt 7½' Quadrangle, Mohave County, Arizona","Ferguson, C.A. and Cook, J.P.",2016,"Arizona Geological Survey Digital Geologic Map 118, one map plate, 1:24,000",24000
,https://repository.arizona.edu/handle/10150/629374,"Lateritic, supergene rare earth element (REE) deposits, in, Conway, F","Cocker, M.D.",2014,"M., ed., Proceedings of the 48th Annual Forum on the Geology of Industrial Minerals, Phoenix, Arizona, April 30 - May 4, 2012. Arizona Geological Survey Special Paper #9, Chapter 4, p. 1-18.",
,https://repository.arizona.edu/handle/10150/629294,"Geology of the Phoenix Mountains, Maricopa County, Arizona: Arizona Geological Survey Contributed Map CM-94-D, ","Shank, D.C., and Péwé, T.L.",1994,,15000
,https://repository.arizona.edu/handle/10150/629293,"Geology of the Rio Salado Development District, Eastern Part, Maricopa County, Arizona: Arizona Geological Survey Contributed Map CM-96-D, ","Pewe, T.L., and Drosendahl, J.K.",1985,,24000
,https://repository.arizona.edu/handle/10150/629292,"Geology of the Enebro Mountain Area, Greenlee County, Arizona: Arizona Geological Survey Contributed Map CM-94-A","Melchiorre, E.B.",1994,,10600
,https://repository.arizona.edu/handle/10150/629291,"Preliminary Geologic Map of Tertiary Sedimentary Rocks in the Northern Rawhide Mountains, Mohave County, Arizona: Arizona Geological Survey Contributed Map CM-92-B","Yarnold, J.C., and McDaniel, B.J.",1992,,18000
,https://repository.arizona.edu/handle/10150/629290,Surficial Geologic map of the Mount Hopkins and Northern Part of the San Cayetano Mountains 7,"Lindsey, D.A., and Van Gosen, B.S.",2006,"5’ Quadrangles, Santa Cruz and Pima Counties, Arizona: Arizona Geological Survey Contributed Map CM-06-A",24000
,https://repository.arizona.edu/handle/10150/629289,"Geologic Report of the Devils Kitchen sinkhole, Sedona, Arizona: Arizona Geological Survey Contributed Report CR-10-B, 19 p","Lindberg, P.A.",2010,,
,https://repository.arizona.edu/handle/10150/629288,"A Geologic Map of Part of the Southern Plomosa Mountains, West-Central Arizona: Arizona Geological Survey Contributed Map CM-92-A","Lerch, F.",1992,,12200
,https://repository.arizona.edu/handle/10150/629287,Geologic Map of Mesquite Mtn,"Knapp, J.H.",1993,"Colorado River Indian Reservation, La Paz Co., Arizona: Arizona Geological Survey Contributed Map CM-93-D",24000
,https://repository.arizona.edu/handle/10150/629285,"Map of the Volcanic Geology of the Castle Butte Trading Post Vicinity, Hopi Buttes (Tsézhin Bii'), Navajo Nation, Arizona: Arizona Geological Survey Contributed Map CM-00-A, ","Hooten, J.A.",1999,,12000
,https://repository.arizona.edu/handle/10150/629286,"Geochemical Analysis of the 1-Alpine Federal Well, by Humble Geochemical Services, Humble, Texas: Arizona Geological Survey Contributed Report CR-95-A, 48 p",Humble Geochemical Services,1995,,
,https://repository.arizona.edu/handle/10150/629284,"Alpine 1/Federal Final Report - Part 2, Temperature Gradients, Geothermal Potential, and Geology: Arizona Geological Survey Contributed Report CR-94-F, 133 p","Witcher, J.C., Hahman, W.R., Sr., and Swanberg, C.A.",1994,,
,https://repository.arizona.edu/handle/10150/629283,"Limestone discovery in the McDowell Sonoran Preserve: Arizona Geological Survey Contributed Report CR-09-B, 6 p","Gootee, B.F., Gruber, D., Levy, L., Millavec, J., and Ruppert, B.",2009,,
,https://repository.arizona.edu/handle/10150/629282,Map and Geologic Sections of the Underground Workings of the Monument No,"Evensen, C.S., Gray, I.B., Meador, J.R., Ciesiel, R., and Chenoweth, W.L.",1992,"1 and Mitten No. 2 Uranium-Vanadium Mines, Navajo County, Arizona: Arizona Geological Survey Contributed Report CR-92-A, 11 p.",
,https://repository.arizona.edu/handle/10150/629280,,,,,
,https://repository.arizona.edu/handle/10150/629279,"Conglomerate Clast Counts in Oligocene-Miocene Strata North from the Catalina Core Complex to the Gila River Valley, Southeastern Arizona: Arizona Geological Survey Contributed Report CR-08-C, 34 p","Dickinson, W.R.",2008,,
,https://repository.arizona.edu/handle/10150/629277,"Geologic Field Guide to the Copper Butte Area, Eastern Pinal County, Arizona: Arizona Geological Survey Contributed Report CR-01-C, 18 p","Dickinson, W.R.",2001,,
,https://repository.arizona.edu/handle/10150/629278,"Excursion to Gardner Canyon - Sedimentological and Tectonic Context of Mesozoic Strata in the Santa Rita Mountains, Southeastern Arizona: Arizona Geological Survey Contributed Report CR-03-A, 31 p","Dickinson, W.R.",2003,,
,https://repository.arizona.edu/handle/10150/629276,"Detrital Modes of Selected Sandstone Samples from the McCoy Mountains Formation and Correlative Units in Southwestern Arizona: Arizona Geological Survey Contributed Report CR-00-A, 20 p","Dickinson, W.R.",2000,,
,https://repository.arizona.edu/handle/10150/629275,"Tertiary Stratigraphic and Structural Relationships in the Copper Butte Area, Teapot Mountain Quadrangle, Pinal County, Arizona: Arizona Geological Survey Contributed Report CR-95-H, 17 p","Dickinson, W.R.",1995,,
,https://repository.arizona.edu/handle/10150/629274,"Summary Geologic Map of Black Hills, Near Mammoth, Pinal County, Arizona: Arizona Geological Survey Contributed Map CM-93-B, ","Dickinson, W.R.",1993,,24000
,https://repository.arizona.edu/handle/10150/629193,James Doyle Sell mining collection inventory,"Brown, C.",2012,"Arizona Geological Survey Open File Report, OFR-12-31, 82 p.",
,https://repository.arizona.edu/handle/10150/629190,Kelsey Boltz mining collection inventory,"Brown, C.",2012,"Arizona Geological Survey Open-File Report, OFR-12-38.",
,https://repository.arizona.edu/handle/10150/629191,Larry Kersey mining collection,"Brown, C.",2012,"Arizona Geological Survey OFR-12-36, 8 p.",
,https://repository.arizona.edu/handle/10150/629192,Fred Hohne mining collection inventory,"Brown, C.",2012,"Arizona Geological Survey Open File Report, OFR-12-27, 11 p.",
,https://repository.arizona.edu/handle/10150/629187,ADMMR Mining Collection,"Brown, C.",2012,"Arizona Geological Survey OFR-12-37, 151 p.",
,https://repository.arizona.edu/handle/10150/629189,Arimetco Inc,"Brown, C.",2012,mining collection. Arizona Geological Survey OFR-12-35.,
,https://repository.arizona.edu/handle/10150/629188,Anderson Mine collection,"Brown, C.",2012,"Arizona Geological Survey OFR-12-34, 12 p.",
,https://repository.arizona.edu/handle/10150/629186,,,,,
,https://repository.arizona.edu/handle/10150/629185,The Pre-Cambrian Mazatzal Revolution in Central Arizona,"Wilson, E.D.",2017,"Arizona Geological Survey Contributed Report (CR) 17-dddd, 335 p.",
,https://repository.arizona.edu/handle/10150/629183,John E,"Brown, C.",2012,"Kinnison mining collection inventory. Arizona Geological Survey Open File Report, OFR-12-32, 22 p.",
,https://repository.arizona.edu/handle/10150/629184,Guy Atlee mining photo collection inventory,"Brown, C.",2012,"Arizona Geological Survey Open File Report, OFR-12-28, 5 p.",
,https://repository.arizona.edu/handle/10150/629182,"Geologic excursions through the Sonoran Desert Region, Arizona and Sonora","Gehrels, G.E. and Spencer, J.E. (eds.)",1990,"Arizona Geological Survey, Special Paper-7, 202 p.",
,https://repository.arizona.edu/handle/10150/629181,Geologic map of the Happy Valley 7,"Spencer, J.E., Lingrey, S.H., Johnson, B.J., Cook, J.P., and Richard, S.M.",2011,"5’ Quadrangle, Cochise and Pima Counties, Arizona: Arizona Geological Survey Digital Geologic Map DGM-89, version 1.0",24000
,https://repository.arizona.edu/handle/10150/629180,Geothermal Resources of Arizona,"Witcher, J.C., Stone, C. and Hahman, W.R., Sr.",1982,Bureau of Geology and Mineral Technology,500000
,https://repository.arizona.edu/handle/10150/629179,"Structural and Stratigraphic Relationships of Mid-Tertiary Strata in the Hackberry Wash-Indian Camp Wash Intramontane Depression, Tortilla Mountains, Pinal County, Arizona: Arizona Geological Survey Contributed Map CM-02-B, 13 p","Dickinson, William R.",2002,,
,https://repository.arizona.edu/handle/10150/629178,"Summary of Tertiary Stratigraphic and Structural Relationships, Camp Grant Wash-Antelope Peak Area, Pinal County, Arizona: Arizona Geological Survey Contributed Map CM-00-B, , 12 p","Dickinson, William R.",2000,and ,24000
,https://repository.arizona.edu/handle/10150/629177,A Guide to the Geology of Organ Pipe Cactus National Monument and the Pinacate Biosphere Reserve,"Bezy, J.V., Gutmann, J.T. and Haxel, G.B.",2000,"Arizona Geological Survey Down-to-Earth #9, 66 p.",
,https://repository.arizona.edu/handle/10150/629176,"Geologic map of the Little Horn Mountains 15' Quadrangle, Southwestern Arizona","Grubensky, M.J. and Demsey, K.A.",1991,Arizona Geological Survey Map-29,50000
,https://repository.arizona.edu/handle/10150/629175,"Geologic map of the New River quadrangle and part of the Daisy Mountain quadrangle, Maricopa and Yavapai Counties, Arizona: Arizona Geological Survey Contributed Map CM-99-C, , 34 p","Bryant, Bruce",1999,and ,24000
,https://repository.arizona.edu/handle/10150/629174,"Geology of the Los Adobes Rancho Area, Sonora, Mexico: Arizona Geological Survey Contributed Map CM-00-C, , 7 p","Gilbert, W.G., and Lajack, D.J.",2000,and ,24000
